Aprob_Semestre1;Aprob_Semestre2;Aprob_Semestre3;Total_Aprob;Genero;Edad;Provincia;Estado_civil;emplea_ingresos;niv_form_padre;niv_form_madre;ing_hogar;num_miembros_hogar;ing_eve;Tipo_vivienda;tipo_const_vivienda;Internet;cert_practicas;Cert_ingles_A2;Trabaja;Tiempo_trab;Colegio_especializacion;Nivel_Ingles;Sist_ingreso;Tipo_Colegio;Tipo_matricula;Condicion;Porc_Beca;motivo_Beca_1;motivo_Beca_2;Continua
6;6;6;18;Femenino;32;Guayas;Soltero;Financiar sus estudios;Educacion Basica;Educacion Media;600;4;0;Propia;Villa;Si;No;No;Si;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;25;Otra;Cantones aledanos;1
6;6;6;18;Masculino;32;Guayas;Soltero;No aplica;Educacion Basica;Educacion Basica;335;3;0;Propia;Casa;Si;Si;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;24;Guayas;Soltero;No aplica;Educacion Media;Educacion Media;1000;4;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Ex cadete Anai;1
6;6;6;18;Masculino;23;Guayas;Soltero;Para mantener a su hogar;Secundaria;Secundaria;900;10;700;Propia;Casa;Si;Si;Si;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;0;12;Masculino;22;Guayas;Soltero;No aplica;Superior Universitaria;Secundaria;650;2;0;Arrendada;Departamento;Si;No;No;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Ex cadete Anai;0
6;6;4;16;Femenino;26;Guayas;Soltero;Para mantener a su hogar;Educacion Media;Posgrado;1200;5;200;Propia;Villa;Si;No;No;No;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Fiscal;Ordinario;Caso Especial;0;No aplica;Otros;0
6;6;6;18;Masculino;37;Guayas;Casado;Para mantener a su hogar;Superior Universitaria;Superior Universitaria;2200;5;0;Cedida;Villa;Si;Si;Si;Si;0;BACHILLER EN INFORMATICA;Intermedio;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;0;12;Femenino;21;Guayas;Soltero;Para mantener a su hogar;Educacion Media;Educacion Media;800;5;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN INFORMATICA;Intermedio;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Ex cadete Anai;0
6;6;6;18;Masculino;33;Guayas;Casado;Para mantener a su hogar;Secundaria;Superior Universitaria;750;7;0;Propia;Villa;Si;No;No;Si;0;BACHILLER EN CIENCIAS;Basico;SENESCYT;Fiscal;Ordinario;Regular;50;Otra;Senescyt;1
6;6;6;18;Femenino;41;Guayas;Soltero;Financiar sus estudios;Educacion Media;Educacion Media;400;4;500;Propia;Casa;Si;No;Si;No;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Ex cadete Anai;1
6;6;4;16;Masculino;32;Guayas;Soltero;No aplica;Superior Universitaria;Superior Universitaria;1200;3;0;Propia;Casa;Si;No aplica;No aplica;Si;0;BACHILLER TECNICO;Basico;Curso de Nivelacion;Particular;Extraordinario;Caso Especial;0;No aplica;Otros;0
6;6;0;12;Masculino;22;Guayas;Soltero;No aplica;Educacion Media;Educacion Media;500;4;0;La esta pagando;Casa;Si;No;No;No;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;0
6;6;6;18;Masculino;22;Guayas;Soltero;Gastos Personales;Secundaria;Secundaria;430;2;250;Arrendada;Departamento;Si;No aplica;No aplica;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Reingreso;25;Otra;Ex cadete Anai;1
6;6;0;12;Masculino;37;Guayas;Casado;Para mantener a su hogar;Superior Universitaria;Educacion Media;1038;7;0;Propia;Casa;Si;No;No;Si;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Particular;Extraordinario;Regular;25;Otra;Ex cadete Anai;0
6;6;0;12;Femenino;22;Guayas;Soltero;No aplica;Educacion Basica;Educacion Media;400;3;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;25;No aplica;Ex cadete Anai;0
6;6;6;18;Femenino;23;Guayas;Soltero;Gastos Personales;Superior Universitaria;Educacion Media;400;3;250;Propia;Casa;Si;No;Si;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Ex cadete Anai;1
6;6;6;18;Femenino;29;Guayas;Soltero;Para mantener a su hogar;Educacion Basica;Primaria;400;3;0;Propia;Villa;No;No;No;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;15;Pueblos y nacionalidades;Otros;1
6;6;6;18;Femenino;22;Guayas;Soltero;Financiar sus estudios;Educacion Media;Primaria;5000;4;0;Arrendada;Casa;Si;No;Si;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Reingreso;25;Otra;Ex cadete Anai;1
6;6;6;18;Masculino;42;Guayas;Casado;Financiar sus estudios;Secundaria;Secundaria;1500;5;500;Otra;Otra;Si;Si;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Intermedio;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
3;4;0;7;Femenino;34;Guayas;Soltero;Financiar sus estudios;Educacion Basica;Educacion Basica;1500;5;0;Arrendada;Departamento;Si;Si;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Hom. Tray. Profesional;Fiscal;Ordinario;Hom. Tray. Profesional;52;Discapacidad;Otros;0
6;6;0;12;Femenino;20;Guayas;Soltero;No aplica;Educacion Media;Secundaria;735;4;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Vinculo familiar;0
6;6;6;18;Masculino;25;Guayas;Soltero;No aplica;Secundaria;Secundaria;800;5;0;Cedida;Casa;Si;No;No;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Extraordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;35;Guayas;Casado;Financiar sus estudios;Primaria;Primaria;1560;8;0;Propia;Casa;Si;No aplica;No aplica;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Extraordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;39;Guayas;Divorciado;Financiar sus estudios;Posgrado;Educacion Media;3600;7;0;Propia;Casa;Si;No;No;Si;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Particular;Ordinario;Caso Especial;0;No aplica;Otros;1
6;6;6;18;Masculino;28;Guayas;Casado;Financiar sus estudios;Superior Universitaria;Superior no Universitaria;1200;2;0;Otra;Otra;No;Si;Si;No;0;BACHILLER EN CIENCIAS;Intermedio;Homologacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;21;Guayas;Soltero;No aplica;Educacion Basica;Superior Universitaria;500;5;0;Otra;Villa;No;No;Si;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;25;Otra;Cantones aledanos;1
6;6;0;12;Femenino;26;Guayas;Soltero;Financiar sus estudios;Educacion Basica;Superior no Universitaria;788;3;0;Arrendada;Villa;Si;No aplica;No aplica;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;0
3;4;0;7;Femenino;39;Guayas;Soltero;Financiar sus estudios;Educacion Basica;Educacion Basica;600;5;0;Cedida;Casa;Si;Si;Si;Si;11;BACHILLER EN INFORMATICA;Basico;Hom. Tray. Profesional;Fiscal;Ordinario;Hom. Tray. Profesional;0;No aplica;Otros;0
6;6;6;18;Femenino;27;Guayas;Soltero;No aplica;Secundaria;Secundaria;5000;7;0;Propia;Casa;Si;No;Si;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;37;Guayas;Casado;Para mantener a su hogar;Secundaria;Secundaria;2000;4;0;Cedida;Casa;Si;No;Si;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Ex cadete Anai;1
6;6;5;17;Masculino;22;Guayas;Soltero;No aplica;Educacion Media;Educacion Basica;850;6;0;Cedida;Casa;No;No;No;No;0;BACHILLER EN CIENCIAS;Intermedio;Curso de Nivelacion;Particular;Ordinario;Caso Especial;0;No aplica;Otros;0
6;6;6;18;Masculino;34;Guayas;Soltero;Para mantener a su hogar;Educacion Basica;Educacion Basica;670;3;0;Propia;Casa;Si;Si;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Homologacion;Fiscal;Ordinario;Homologado;0;No aplica;Otros;1
6;6;6;18;Femenino;21;Guayas;Soltero;No aplica;Primaria;Educacion Media;3000;4;0;Cedida;Casa;Si;No;Si;No;0;BACHILLER EN CIENCIAS;Intermedio;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Ex cadete Anai;1
6;6;6;18;Masculino;23;Guayas;Soltero;No aplica;Superior no Universitaria;Superior Universitaria;386;6;0;Propia;Casa;Si;No aplica;No aplica;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Extraordinario;Caso Especial;0;No aplica;Otros;1
6;6;6;18;Masculino;26;Guayas;Soltero;Financiar sus estudios;Secundaria;Secundaria;800;4;0;Propia;Casa;No;No;No;Si;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Particular;Ordinario;Reingreso;15;Otra;Cantones aledanos;1
6;6;6;18;Femenino;22;Guayas;Soltero;No aplica;Educacion Media;Educacion Media;580;5;0;Propia;Casa;Si;No;No;Si;0;BACHILLER TECNICO;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;26;Guayas;Divorciado;Financiar sus estudios;Primaria;Secundaria;800;3;0;Cedida;Departamento;Si;No;No;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Extraordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;30;Guayas;Soltero;Para mantener a su hogar;Educacion Media;Educacion Media;400;5;0;Arrendada;Casa;Si;No;No;No;0;BACHILLER EN CIENCIAS;Intermedio;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Cantones aledanos;1
6;6;6;18;Femenino;34;Guayas;Casado;No aplica;Educacion Basica;Educacion Basica;600;5;300;Propia;Casa;Si;No;No;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Reingreso;0;No aplica;Otros;1
6;6;6;18;Femenino;26;Guayas;Soltero;No aplica;Primaria;Primaria;1200;6;0;Otra;Otra;No;No aplica;No aplica;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Intermedio;Curso de Nivelacion;Fiscal;Ordinario;Regular;25;Otra;Convenio interisntitucional;1
6;6;6;18;Masculino;21;Guayas;Soltero;Financiar sus estudios;Educacion Basica;Primaria;500;6;0;Propia;Casa;Si;No;Si;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;25;Otra;Cantones aledanos;1
6;6;4;16;Femenino;26;Guayas;Soltero;No aplica;Educacion Media;Primaria;450;11;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN CIENCIAS;Intermedio;Curso de Nivelacion;Fiscomisional;Extraordinario;Caso Especial;0;No aplica;Otros;0
6;6;6;18;Femenino;21;Guayas;Soltero;No aplica;Superior Universitaria;Educacion Media;800;8;0;Cedida;Casa;Si;No;No;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;0;12;Femenino;29;Guayas;Soltero;No aplica;Educacion Basica;Secundaria;400;6;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;25;Otra;Vinculo familiar;0
6;6;6;18;Masculino;23;Guayas;Soltero;No aplica;Educacion Media;Secundaria;400;3;0;Propia;Casa;Si;No;Si;No;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Fiscal;Ordinario;Caso Especial;0;No aplica;Otros;1
6;6;6;18;Masculino;38;Santa Elena;Soltero;Financiar sus estudios;Educacion Basica;Educacion Basica;500;5;0;Propia;Casa;Si;No;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;38;Guayas;Casado;No aplica;Jardin de infantes;Jardin de infantes;700;7;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
4;4;0;8;Masculino;30;Guayas;Soltero;Financiar sus estudios;Educacion Media;Educacion Basica;1250;3;0;Propia;Villa;Si;No;No;Si;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Particular;Extraordinario;Regular;0;No aplica;Otros;0
6;6;4;16;Masculino;31;Guayas;Soltero;Para mantener a su hogar;Secundaria;Primaria;450;3;0;Arrendada;Departamento;Si;No;No;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;0
6;6;6;18;Femenino;25;Guayas;Soltero;No aplica;Superior Universitaria;Superior Universitaria;700;6;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;5;3;14;Masculino;22;Guayas;Soltero;No aplica;Educacion Media;Secundaria;945;5;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN CIENCIAS;Intermedio;Curso de Nivelacion;Particular;Ordinario;Caso Especial;0;No aplica;Otros;0
6;6;6;18;Femenino;23;Guayas;Soltero;Financiar sus estudios;Secundaria;Secundaria;894;4;0;Propia;Casa;Si;No;No;Si;0;BACHILLER EN CIENCIAS;Avanzado;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;0;12;Femenino;33;Guayas;Soltero;No aplica;Superior Universitaria;Secundaria;300;1;0;Otra;Otra;No;No;No;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Particular;Extraordinario;Regular;0;No aplica;Otros;0
6;6;0;12;Femenino;20;Guayas;Soltero;No aplica;Educacion Media;Educacion Basica;400;4;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN CIENCIAS;Basico;SENESCYT;Particular;Ordinario;Regular;50;Otra;Senescyt;0
6;6;6;18;Masculino;36;Guayas;Soltero;Para mantener a su hogar;Superior Universitaria;Superior Universitaria;2650;5;0;Cedida;Casa;Si;Si;Si;Si;0;BACHILLER EN INFORMATICA;Intermedio;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;26;Guayas;Soltero;Financiar sus estudios;Educacion Media;Secundaria;730;5;0;Propia;Casa;Si;Si;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;30;Guayas;Soltero;Financiar sus estudios;Educacion Basica;Educacion Media;750;5;0;Propia;Casa;Si;Si;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;0;12;Masculino;20;Guayas;Soltero;No aplica;Educacion Basica;Educacion Basica;248;4;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Convenio interisntitucional;0
6;6;6;18;Masculino;25;Guayas;Soltero;No aplica;Secundaria;Secundaria;800;5;0;Propia;Casa;Si;No;Si;No;0;BACHILLER EN CIENCIAS;Intermedio;Homologacion;Particular;Ordinario;Homologado;0;No aplica;Otros;1
6;6;1;13;Femenino;29;Guayas;Soltero;Para mantener a su hogar;Primaria;Educacion Media;400;5;0;Cedida;Villa;Si;No;No;Si;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Particular;Extraordinario;Regular;0;No aplica;Otros;0
6;5;6;17;Masculino;52;Guayas;Union Libre;No aplica;Secundaria;Superior Universitaria;1000;5;0;Propia;Casa;Si;No;No;Si;0;BACHILLER TECNICO;Intermedio;Curso de Nivelacion;Fiscal;Extraordinario;Caso Especial;0;No aplica;Otros;0
6;1;0;7;Femenino;26;Guayas;Soltero;No aplica;Centro de Alfabetizacion;Centro de Alfabetizacion;380;4;0;Cedida;Casa;Si;No;No;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Reingreso;25;Otra;Convenio interisntitucional;0
6;6;6;18;Femenino;27;Guayas;Soltero;Para mantener a su hogar;Secundaria;Superior Universitaria;1500;4;0;Propia;Casa;Si;Si;Si;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;4;1;11;Femenino;27;Guayas;Soltero;No aplica;Secundaria;Primaria;1000;7;0;Cedida;Casa;Si;No;No;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Extraordinario;Caso Especial;0;No aplica;Otros;0
6;6;0;12;Femenino;31;Guayas;Casado;No aplica;Educacion Basica;Educacion Basica;400;4;0;Propia;Villa;Si;No;No;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;25;Otra;Convenio interisntitucional;0
6;6;6;18;Femenino;22;Guayas;Soltero;No aplica;Primaria;Superior Universitaria;800;6;0;Arrendada;Villa;Si;No;No;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Reingreso;0;No aplica;Otros;1
6;6;6;18;Femenino;33;Guayas;Soltero;Financiar sus estudios;Secundaria;Superior Universitaria;1800;4;500;Arrendada;Villa;Si;Si;Si;Si;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;2;0;8;Masculino;33;Guayas;Soltero;Para mantener a su hogar;Secundaria;Superior Universitaria;2250;6;0;Cedida;Cuarto;Si;No;No;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Extraordinario;Caso Especial;0;No aplica;Otros;0
6;6;6;18;Masculino;50;Guayas;Casado;Financiar sus estudios;Educacion Media;Educacion Media;900;4;300;Propia;Villa;Si;Si;Si;Si;18;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;27;Guayas;Soltero;Para mantener a su hogar;Educacion Media;Secundaria;800;3;0;Cedida;Casa;Si;No;No;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Extraordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;57;Guayas;Divorciado;Financiar sus estudios;Primaria;Primaria;1500;3;0;Arrendada;Departamento;Si;Si;Si;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;2;0;8;Femenino;20;Guayas;Soltero;No aplica;Secundaria;Secundaria;1200;6;0;Cedida;Casa;Si;No;No;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;0
6;6;6;18;Femenino;30;Guayas;Casado;Para mantener a su hogar;Educacion Media;Educacion Media;1170;4;0;La esta pagando;Casa;Si;No;No;Si;0;BACHILLER TECNICO;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;29;Guayas;Union Libre;Para mantener a su hogar;Educacion Media;Educacion Basica;700;3;0;Cedida;Villa;Si;No;No;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;22;Manabi;Soltero;No aplica;Educacion Media;Educacion Basica;290;3;0;Propia;Casa;No;No;Si;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;48;Guayas;Casado;Para mantener a su hogar;Superior Universitaria;Educacion Media;2300;4;0;Propia;Casa;Si;No;No;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;5;6;17;Masculino;29;Guayas;Soltero;Financiar sus estudios;Educacion Media;Posgrado;1200;5;0;Arrendada;Departamento;Si;No;No;Si;1;BACHILLER EN CIENCIAS;Intermedio;Homologacion;Particular;Ordinario;Homologado;0;No aplica;Otros;0
6;6;6;18;Femenino;25;Guayas;Soltero;No aplica;Superior Universitaria;Superior no Universitaria;386;4;0;Propia;Casa;Si;Si;Si;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;39;Guayas;Soltero;Para mantener a su hogar;Educacion Basica;Educacion Basica;1200;4;0;Propia;Casa;Si;Si;Si;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;25;No aplica;Ex cadete Anai;1
6;6;6;18;Masculino;22;Guayas;Soltero;No aplica;Secundaria;Superior Universitaria;784;4;0;Cedida;Villa;Si;Si;Si;No;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;40;Excelencia Academica;Otros;1
6;6;6;18;Femenino;22;Guayas;Soltero;No aplica;Superior Universitaria;Superior Universitaria;300;5;0;Propia;Villa;Si;No;No;No;0;BACHILLER EN CIENCIAS;Intermedio;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;23;Guayas;Soltero;Gastos Personales;Primaria;Primaria;1502;6;0;Propia;Casa;Si;Si;Si;Si;0;BACHILLER EN CIENCIAS;Intermedio;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;25;Guayas;Soltero;No aplica;Secundaria;Educacion Basica;700;2;0;Arrendada;Departamento;Si;No;No;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;25;Guayas;Union Libre;No aplica;Educacion Basica;Educacion Basica;692;3;0;Propia;Casa;Si;Si;Si;No;0;BACHILLER EN CIENCIAS;Intermedio;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;0;12;Femenino;20;Guayas;Soltero;No aplica;Superior Universitaria;Secundaria;380;5;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;10;Socioeconomica;Otros;0
6;6;6;18;Femenino;28;Guayas;Soltero;Financiar sus estudios;Primaria;Secundaria;800;7;0;Arrendada;Casa;Si;No;Si;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;22;Guayas;Soltero;Financiar sus estudios;Educacion Basica;Educacion Basica;800;6;0;Propia;Villa;Si;No;Si;No;0;BACHILLER EN CIENCIAS;Basico;SENESCYT;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;32;Guayas;Casado;Para mantener a su hogar;Primaria;Primaria;650;3;0;Arrendada;Villa;No;No aplica;No aplica;Si;0;BACHILLER TECNICO;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Convenio interisntitucional;1
6;6;6;18;Femenino;23;Guayas;Soltero;Financiar sus estudios;Primaria;Primaria;1000;6;0;Propia;Casa;Si;Si;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Extraordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;36;Guayas;Soltero;Financiar sus estudios;Secundaria;Primaria;500;3;0;Propia;Villa;No;Si;Si;Si;0;BACHILLER TECNICO;Basico;Curso de Nivelacion;Fiscal;Extraordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;23;Guayas;Soltero;No aplica;Secundaria;Secundaria;600;3;0;Arrendada;Departamento;No;Si;Si;No;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;4;16;Masculino;43;Guayas;Divorciado;Para mantener a su hogar;Superior Universitaria;Posgrado;1500;2;0;Arrendada;Casa;Si;No;No;No;0;BACHILLER TECNICO;Basico;Curso de Nivelacion;Fiscal;Ordinario;Caso Especial;0;No aplica;Otros;0
6;6;6;18;Femenino;27;Guayas;Casado;Financiar sus estudios;Primaria;Secundaria;700;5;0;Otra;Otra;No;No;No;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Extraordinario;Regular;25;Otra;Convenio interisntitucional;1
6;6;6;18;Masculino;26;Guayas;Soltero;Financiar sus estudios;Jardin de infantes;Educacion Basica;802;5;0;Propia;Casa;Si;No;Si;Si;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;29;Guayas;Soltero;Para mantener a su hogar;Primaria;Primaria;350;3;0;Propia;Casa;Si;No;No;Si;0;BACHILLER EN INFORMATICA;Intermedio;Curso de Nivelacion;Fiscal;Ordinario;Regular;15;Pueblos y nacionalidades;Otros;1
6;5;0;11;Masculino;24;Guayas;Soltero;Financiar sus estudios;Educacion Media;Posgrado;1100;2;400;Propia;Casa;Si;No;No;No;0;BACHILLER EN INFORMATICA;Intermedio;Curso de Nivelacion;Particular;Extraordinario;Regular;25;Otra;Ex cadete Anai;0
6;6;6;18;Femenino;21;Guayas;Soltero;No aplica;Educacion Basica;Educacion Basica;898;4;0;Propia;Villa;Si;No;Si;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Extraordinario;Caso Especial;0;No aplica;Otros;1
6;6;6;18;Masculino;30;Guayas;Casado;Financiar sus estudios;Educacion Basica;Centro de Alfabetizacion;450;3;0;Propia;Casa;Si;No;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Intermedio;SENESCYT;Fiscal;Ordinario;Regular;50;Otra;Senescyt;1
