Aprob_Semestre1;Aprob_Semestre2;Aprob_Semestre3;Total_Aprob;Genero;Edad;Provincia;Estado_civil;emplea_ingresos;niv_form_padre;niv_form_madre;ing_hogar;num_miembros_hogar;ing_eve;Tipo_vivienda;tipo_const_vivienda;Internet;cert_practicas;Cert_ingles_A2;Trabaja;Tiempo_trab;Colegio_especializacion;Nivel_Ingles;Sist_ingreso;Tipo_Colegio;Tipo_matricula;Condicion;Porc_Beca;motivo_Beca_1;motivo_Beca_2;Continua
6;6;0;12;Femenino;35;Guayas;Divorciado;No aplica;Superior Universitaria;Superior Universitaria;1150;5;0;Propia;Casa;Si;Si;Si;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Intermedio;Curso de Nivelacion;Particular;Extraordinario;Regular;0;No aplica;Otros;0
6;6;6;18;Femenino;28;Guayas;Casado;Para mantener a su hogar;Superior Universitaria;Secundaria;2000;4;0;Cedida;Casa;Si;No;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Intermedio;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Vinculo familiar;1
6;6;1;13;Femenino;21;Guayas;Soltero;No aplica;Secundaria;Secundaria;1500;4;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Ex cadete Anai;0
6;6;6;18;Femenino;32;Guayas;Soltero;Financiar sus estudios;Superior Universitaria;Secundaria;2450;4;0;Propia;Casa;Si;No;No;Si;4;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Intermedio;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;37;Guayas;Casado;No aplica;Educacion Basica;Educacion Basica;800;4;0;La esta pagando;Casa;Si;No;No;Si;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;4;0;10;Masculino;23;Guayas;Soltero;No aplica;Educacion Basica;Educacion Media;500;3;200;Arrendada;Casa;Si;No;No;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;0
6;6;6;18;Masculino;53;Guayas;Soltero;Financiar sus estudios;Educacion Basica;Educacion Basica;2000;5;0;Propia;Casa;Si;Si;Si;Si;23;BACHILLER TECNICO;Intermedio;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;23;Guayas;Soltero;No aplica;Primaria;Educacion Basica;392;6;0;Propia;Casa;Si;No;Si;No;0;BACHILLER EN CIENCIAS;Basico;Otros;Fiscal;Ordinario;Caso Especial;0;No aplica;Otros;1
6;6;0;12;Femenino;19;Guayas;Soltero;No aplica;Educacion Media;Secundaria;300;3;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;50;Excelencia Academica;Otros;0
6;6;6;18;Femenino;25;Guayas;Soltero;Financiar sus estudios;Primaria;Primaria;600;3;0;Propia;Casa;Si;Si;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;40;Excelencia Academica;Otros;1
6;6;6;18;Femenino;23;Guayas;Soltero;No aplica;Secundaria;Superior Universitaria;895;4;0;Propia;Casa;Si;Si;Si;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Ex cadete Anai;1
6;6;6;18;Femenino;27;Guayas;Casado;Financiar sus estudios;Educacion Basica;Educacion Basica;400;3;0;Cedida;Departamento;Si;Si;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;SENESCYT;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;24;Guayas;Soltero;No aplica;Educacion Media;Secundaria;800;5;50;Propia;Casa;Si;Si;No;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Avanzado;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;36;Guayas;Casado;No aplica;Educacion Media;Educacion Media;1300;3;0;Arrendada;Casa;Si;Si;Si;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;1;0;7;Femenino;23;Guayas;Soltero;Financiar sus estudios;Secundaria;Secundaria;900;3;0;Propia;Casa;Si;No;No;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;0
6;6;6;18;Femenino;24;Guayas;Soltero;No aplica;Secundaria;Secundaria;600;6;0;Cedida;Casa;Si;Si;Si;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Ex cadete Anai;1
6;6;6;18;Femenino;24;Guayas;Soltero;No aplica;Superior Universitaria;Secundaria;1245;3;0;Propia;Casa;Si;Si;Si;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;29;Bolivar;Soltero;Para mantener a su hogar;Secundaria;Secundaria;700;1;0;Propia;Casa;Si;No;No;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Homologado;0;No aplica;Otros;1
6;6;6;18;Femenino;35;Guayas;Soltero;Para mantener a su hogar;Educacion Media;Secundaria;450;2;0;Arrendada;Departamento;Si;No;Si;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;40;Guayas;Soltero;Financiar sus estudios;Educacion Basica;Educacion Basica;900;2;0;Arrendada;Casa;Si;Si;Si;Si;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;50;Excelencia Academica;Otros;1
6;6;6;18;Femenino;31;Guayas;Soltero;Financiar sus estudios;Educacion Basica;Educacion Basica;1300;9;0;Cedida;Casa;Si;Si;Si;Si;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;50;Excelencia Academica;Otros;1
6;6;0;12;Femenino;21;Guayas;Soltero;No aplica;Superior Universitaria;Superior Universitaria;1400;5;0;Arrendada;Departamento;Si;No;No;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;30;Otra;Empleado anai/aitec;0
6;6;6;18;Masculino;22;Guayas;Soltero;Financiar sus estudios;Superior Universitaria;Superior Universitaria;600;5;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;24;Santa Elena;Soltero;Para mantener a su hogar;Secundaria;Primaria;1650;3;0;Arrendada;Cuarto;No;No;No;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscomisional;Extraordinario;Caso Especial;0;No aplica;Otros;1
6;6;6;18;Masculino;34;Guayas;Soltero;Financiar sus estudios;Secundaria;Secundaria;1600;8;0;Cedida;Casa;Si;Si;Si;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;42;Guayas;Soltero;Para mantener a su hogar;Superior Universitaria;Secundaria;1500;2;0;Propia;Departamento;Si;Si;Si;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;50;Excelencia Academica;Otros;1
6;6;6;18;Femenino;45;Guayas;Divorciado;Para mantener a su hogar;Superior Universitaria;Secundaria;500;6;0;Propia;Casa;Si;Si;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Intermedio;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;4;16;Masculino;36;Guayas;Casado;Financiar sus estudios;Primaria;Secundaria;1300;4;0;Cedida;Casa;Si;No;No;Si;0;BACHILLER EN CIENCIAS;Basico;Homologacion;Fiscal;Ordinario;Homologado;0;No aplica;Otros;0
6;6;0;12;Femenino;22;Guayas;Soltero;Para mantener a su hogar;Educacion Basica;Educacion Basica;200;5;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;15;Pueblos y nacionalidades;Otros;0
6;6;6;18;Femenino;22;Guayas;Soltero;No aplica;Primaria;Superior Universitaria;1684;6;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN CIENCIAS;Intermedio;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;26;Guayas;Casado;Financiar sus estudios;Secundaria;Secundaria;780;2;0;Cedida;Departamento;Si;Si;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;34;Guayas;Soltero;Financiar sus estudios;Secundaria;Secundaria;1200;4;600;Propia;Casa;Si;No aplica;No aplica;No;0;BACHILLER EN CIENCIAS;Intermedio;Curso de Nivelacion;Particular;Ordinario;Reingreso;0;No aplica;Otros;1
6;6;6;18;Femenino;24;Guayas;Soltero;No aplica;Educacion Media;Superior Universitaria;200;4;0;Propia;Casa;No;Si;Si;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;41;Guayas;Soltero;No aplica;Secundaria;Secundaria;350;3;0;Propia;Villa;Si;No;Si;No;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;38;Guayas;Casado;Financiar sus estudios;Superior Universitaria;Secundaria;1800;3;0;Propia;Departamento;Si;Si;Si;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Empleado anai/aitec;1
6;6;6;18;Femenino;21;Guayas;Soltero;Para mantener a su hogar;Secundaria;Secundaria;400;7;0;Propia;Casa;Si;Si;Si;No;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Convenio interisntitucional;1
6;6;0;12;Femenino;31;Guayas;Divorciado;Para mantener a su hogar;Educacion Media;Secundaria;705;4;0;Arrendada;Departamento;Si;No;No;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;SENESCYT;Fiscal;Extraordinario;Regular;50;Otra;Senescyt;0
6;2;0;8;Femenino;24;Guayas;Soltero;Financiar sus estudios;Primaria;Secundaria;400;7;0;Propia;Villa;Si;No;No;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;0
6;6;0;12;Masculino;22;Guayas;Soltero;Financiar sus estudios;Educacion Basica;Educacion Media;2400;10;0;Propia;Casa;Si;No;No;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Ex cadete Anai;0
6;6;0;12;Femenino;30;Guayas;Casado;No aplica;Educacion Media;Secundaria;500;5;0;Arrendada;Departamento;Si;No;No;No;0;BACHILLER EN CIENCIAS;Intermedio;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;0
6;6;6;18;Femenino;45;Guayas;Casado;Financiar sus estudios;Superior Universitaria;Posgrado;1583;2;0;La esta pagando;Casa;Si;Si;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;25;Otra;Convenio interisntitucional;1
6;6;6;18;Femenino;22;Guayas;Soltero;Para mantener a su hogar;Educacion Basica;Educacion Basica;800;3;490;Propia;Casa;Si;Si;Si;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;50;Excelencia Academica;Otros;1
6;6;6;18;Masculino;23;Guayas;Soltero;No aplica;Primaria;Secundaria;769;4;0;Propia;Casa;No;Si;Si;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;10;Socioeconomica;Otros;1
6;5;0;11;Femenino;21;Guayas;Soltero;No aplica;Superior Universitaria;Educacion Media;1950;4;0;Arrendada;Departamento;Si;No;No;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Caso Especial;0;No aplica;Otros;0
6;6;6;18;Masculino;21;Guayas;Soltero;Para mantener a su hogar;Superior Universitaria;Secundaria;4000;6;0;Propia;Villa;Si;No;No;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;38;Guayas;Casado;Financiar sus estudios;Primaria;Primaria;480;4;0;Propia;Casa;Si;No aplica;No aplica;Si;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;41;Guayas;Soltero;Para mantener a su hogar;Educacion Basica;Educacion Media;200;4;0;Propia;Casa;Si;No;Si;No;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;4;16;Femenino;25;Guayas;Soltero;Financiar sus estudios;Superior Universitaria;Educacion Media;1800;5;0;Propia;Villa;Si;No;No;Si;0;BACHILLER EN CIENCIAS;Basico;Homologacion;Fiscal;Ordinario;Caso Especial;0;No aplica;Otros;0
6;6;6;18;Masculino;23;Guayas;Soltero;No aplica;Secundaria;Secundaria;1590;5;200;Propia;Villa;Si;No;Si;No;0;BACHILLER EN CIENCIAS;Intermedio;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;21;Guayas;Soltero;No aplica;Secundaria;Superior Universitaria;1800;4;300;Propia;Casa;Si;No;No;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Ex cadete Anai;1
6;6;6;18;Femenino;21;Guayas;Soltero;No aplica;Educacion Basica;Educacion Basica;350;7;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;30;Guayas;Soltero;Para mantener a su hogar;Secundaria;Superior Universitaria;2700;5;0;Propia;Villa;Si;Si;Si;Si;3;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Homologacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;37;Guayas;Casado;Financiar sus estudios;Superior Universitaria;Superior Universitaria;2500;5;0;Cedida;Casa;Si;Si;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;59;Guayas;Casado;Financiar sus estudios;Secundaria;Secundaria;1155;3;0;Propia;Villa;Si;No;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Masculino;34;Guayas;Soltero;Financiar sus estudios;Primaria;Primaria;1138;5;0;Propia;Villa;No;No aplica;No aplica;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Fiscal;Extraordinario;Regular;0;No aplica;Otros;1
6;6;0;12;Femenino;20;Guayas;Soltero;Para mantener a su hogar;Educacion Basica;Educacion Basica;900;4;0;Propia;Casa;Si;No;No;No;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Fiscal;Ordinario;Regular;25;Otra;Convenio interisntitucional;0
6;6;6;18;Masculino;34;Guayas;Casado;Financiar sus estudios;Primaria;Secundaria;450;3;0;Propia;Casa;Si;No;No;Si;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Particular;Extraordinario;Regular;0;No aplica;Otros;1
6;6;0;12;Masculino;36;Guayas;Casado;Para mantener a su hogar;Educacion Media;Educacion Media;956;4;0;Cedida;Casa;Si;No;No;Si;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;0
5;1;0;6;Masculino;30;Guayas;Casado;Para mantener a su hogar;Superior Universitaria;Superior Universitaria;900;2;0;Propia;Departamento;Si;No;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Hom. Tray. Profesional;Particular;Ordinario;Hom. Tray. Profesional;0;No aplica;Otros;0
6;6;6;18;Masculino;22;Guayas;Soltero;No aplica;Superior Universitaria;Superior Universitaria;1900;5;0;Propia;Casa;Si;Si;Si;No;0;BACHILLER EN CIENCIAS;Intermedio;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;5;0;11;Femenino;60;Guayas;Casado;Para mantener a su hogar;Secundaria;Educacion Media;1800;6;0;Arrendada;Departamento;Si;No;No;Si;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;0
6;6;6;18;Masculino;35;Guayas;Divorciado;Financiar sus estudios;Superior Universitaria;Superior Universitaria;600;4;0;Propia;Casa;Si;Si;Si;Si;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;34;Guayas;Soltero;Financiar sus estudios;Secundaria;Secundaria;2500;5;0;Arrendada;Departamento;Si;No;No;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Particular;Extraordinario;Reingreso;0;No aplica;Otros;1
6;6;6;18;Masculino;35;Guayas;Casado;Para mantener a su hogar;Superior Universitaria;Superior Universitaria;500;4;0;La esta pagando;Casa;Si;Si;Si;Si;10;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;25;Otra;Empleado anai/aitec;1
6;6;6;18;Masculino;30;Guayas;Soltero;Financiar sus estudios;Secundaria;Secundaria;1500;3;0;Arrendada;Departamento;Si;Si;Si;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;6;18;Femenino;32;Guayas;Soltero;Financiar sus estudios;Educacion Basica;Educacion Basica;640;3;320;Cedida;Cuarto;Si;No;No;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscomisional;Ordinario;Regular;25;Otra;Convenio interisntitucional;1
6;6;6;18;Femenino;20;Guayas;Soltero;No aplica;Primaria;Secundaria;300;2;0;Propia;Departamento;Si;No;Si;No;0;BACHILLER EN INFORMATICA;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;1
6;6;0;12;Masculino;21;Guayas;Soltero;No aplica;Educacion Media;Superior Universitaria;855;4;0;Arrendada;Departamento;Si;No;No;No;0;BACHILLER EN CIENCIAS;Basico;Curso de Nivelacion;Particular;Ordinario;Regular;0;No aplica;Otros;0
6;6;3;15;Masculino;22;Guayas;Soltero;No aplica;Secundaria;Superior Universitaria;900;3;300;Propia;Casa;No;No aplica;No aplica;No;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Extraordinario;Caso Especial;0;No aplica;Otros;0
6;6;6;18;Masculino;33;Guayas;Casado;Financiar sus estudios;Secundaria;Superior Universitaria;1500;4;0;Arrendada;Casa;Si;Si;Si;Si;0;BACHILLER EN CIENCIAS;Intermedio;Otros;Particular;Extraordinario;Regular;0;No aplica;Otros;1
6;5;0;11;Masculino;29;Guayas;Soltero;Financiar sus estudios;Educacion Media;Secundaria;450;4;0;Propia;Casa;Si;No;No;Si;0;BACHILLER EN CONTABILIDAD Y ADMINISTRACION;Basico;Curso de Nivelacion;Fiscal;Extraordinario;Regular;0;No aplica;Otros;0
